claim_id,true_label,seed,input_file
101604,Supported,42,shared_task_dev.jsonl
88479,Refuted,42,shared_task_dev.jsonl
110008,Refuted,42,shared_task_dev.jsonl
40528,Refuted,42,shared_task_dev.jsonl
165699,Refuted,42,shared_task_dev.jsonl
21146,Refuted,42,shared_task_dev.jsonl
72401,Supported,42,shared_task_dev.jsonl
180578,Supported,42,shared_task_dev.jsonl
96377,Refuted,42,shared_task_dev.jsonl
154989,Supported,42,shared_task_dev.jsonl
105419,Refuted,42,shared_task_dev.jsonl
181255,Supported,42,shared_task_dev.jsonl
226843,Supported,42,shared_task_dev.jsonl
141801,Supported,42,shared_task_dev.jsonl
131965,Supported,42,shared_task_dev.jsonl
181206,Refuted,42,shared_task_dev.jsonl
26281,Supported,42,shared_task_dev.jsonl
206712,Supported,42,shared_task_dev.jsonl
137842,Refuted,42,shared_task_dev.jsonl
70311,Refuted,42,shared_task_dev.jsonl
204551,Supported,42,shared_task_dev.jsonl
127402,Supported,42,shared_task_dev.jsonl
1251,Supported,42,shared_task_dev.jsonl
36063,Supported,42,shared_task_dev.jsonl
154314,Refuted,42,shared_task_dev.jsonl
78345,Refuted,42,shared_task_dev.jsonl
4171,Supported,42,shared_task_dev.jsonl
92641,Supported,42,shared_task_dev.jsonl
142286,Supported,42,shared_task_dev.jsonl
36308,Supported,42,shared_task_dev.jsonl
7769,Refuted,42,shared_task_dev.jsonl
8550,Supported,42,shared_task_dev.jsonl
186320,Supported,42,shared_task_dev.jsonl
13396,Supported,42,shared_task_dev.jsonl
122692,Supported,42,shared_task_dev.jsonl
136853,Refuted,42,shared_task_dev.jsonl
43563,Refuted,42,shared_task_dev.jsonl
93300,Refuted,42,shared_task_dev.jsonl
148167,Supported,42,shared_task_dev.jsonl
35681,Refuted,42,shared_task_dev.jsonl
143042,Supported,42,shared_task_dev.jsonl
143144,Supported,42,shared_task_dev.jsonl
135836,Refuted,42,shared_task_dev.jsonl
78843,Refuted,42,shared_task_dev.jsonl
49838,Supported,42,shared_task_dev.jsonl
74488,Supported,42,shared_task_dev.jsonl
69837,Refuted,42,shared_task_dev.jsonl
10461,Refuted,42,shared_task_dev.jsonl
81609,Refuted,42,shared_task_dev.jsonl
5578,Supported,42,shared_task_dev.jsonl
134682,Refuted,42,shared_task_dev.jsonl
73941,Refuted,42,shared_task_dev.jsonl
53669,Refuted,42,shared_task_dev.jsonl
11853,Refuted,42,shared_task_dev.jsonl
193525,Supported,42,shared_task_dev.jsonl
149607,Refuted,42,shared_task_dev.jsonl
27416,Supported,42,shared_task_dev.jsonl
125458,Refuted,42,shared_task_dev.jsonl
75770,Refuted,42,shared_task_dev.jsonl
153539,Refuted,42,shared_task_dev.jsonl
89322,Supported,42,shared_task_dev.jsonl
86914,Supported,42,shared_task_dev.jsonl
145061,Refuted,42,shared_task_dev.jsonl
121468,Supported,42,shared_task_dev.jsonl
118068,Refuted,42,shared_task_dev.jsonl
97251,Refuted,42,shared_task_dev.jsonl
117409,Refuted,42,shared_task_dev.jsonl
142638,Refuted,42,shared_task_dev.jsonl
124862,Refuted,42,shared_task_dev.jsonl
203156,Supported,42,shared_task_dev.jsonl
137335,Refuted,42,shared_task_dev.jsonl
229303,Supported,42,shared_task_dev.jsonl
76165,Supported,42,shared_task_dev.jsonl
108376,Supported,42,shared_task_dev.jsonl
182918,Refuted,42,shared_task_dev.jsonl
108345,Refuted,42,shared_task_dev.jsonl
198216,Supported,42,shared_task_dev.jsonl
175930,Supported,42,shared_task_dev.jsonl
202764,Refuted,42,shared_task_dev.jsonl
187375,Supported,42,shared_task_dev.jsonl
220290,Refuted,42,shared_task_dev.jsonl
194367,Refuted,42,shared_task_dev.jsonl
73412,Supported,42,shared_task_dev.jsonl
12843,Supported,42,shared_task_dev.jsonl
206437,Refuted,42,shared_task_dev.jsonl
46666,Refuted,42,shared_task_dev.jsonl
192793,Refuted,42,shared_task_dev.jsonl
100919,Refuted,42,shared_task_dev.jsonl
108281,Refuted,42,shared_task_dev.jsonl
181823,Supported,42,shared_task_dev.jsonl
145616,Refuted,42,shared_task_dev.jsonl
140299,Refuted,42,shared_task_dev.jsonl
849,Supported,42,shared_task_dev.jsonl
209103,Refuted,42,shared_task_dev.jsonl
225722,Supported,42,shared_task_dev.jsonl
78855,Refuted,42,shared_task_dev.jsonl
112334,Refuted,42,shared_task_dev.jsonl
221132,Supported,42,shared_task_dev.jsonl
92625,Supported,42,shared_task_dev.jsonl
64131,Refuted,42,shared_task_dev.jsonl
13515,Supported,42,shared_task_dev.jsonl
165890,Supported,42,shared_task_dev.jsonl
138758,Refuted,42,shared_task_dev.jsonl
134126,Refuted,42,shared_task_dev.jsonl
61989,Refuted,42,shared_task_dev.jsonl
204557,Refuted,42,shared_task_dev.jsonl
16646,Supported,42,shared_task_dev.jsonl
60425,Supported,42,shared_task_dev.jsonl
142490,Refuted,42,shared_task_dev.jsonl
19484,Refuted,42,shared_task_dev.jsonl
156656,Supported,42,shared_task_dev.jsonl
13894,Supported,42,shared_task_dev.jsonl
175436,Supported,42,shared_task_dev.jsonl
94918,Refuted,42,shared_task_dev.jsonl
81007,Supported,42,shared_task_dev.jsonl
110635,Supported,42,shared_task_dev.jsonl
196757,Refuted,42,shared_task_dev.jsonl
155989,Refuted,42,shared_task_dev.jsonl
44347,Refuted,42,shared_task_dev.jsonl
199263,Supported,42,shared_task_dev.jsonl
140032,Refuted,42,shared_task_dev.jsonl
24479,Supported,42,shared_task_dev.jsonl
154859,Refuted,42,shared_task_dev.jsonl
192858,Refuted,42,shared_task_dev.jsonl
227362,Refuted,42,shared_task_dev.jsonl
3119,Refuted,42,shared_task_dev.jsonl
184049,Refuted,42,shared_task_dev.jsonl
64910,Refuted,42,shared_task_dev.jsonl
137416,Refuted,42,shared_task_dev.jsonl
153836,Refuted,42,shared_task_dev.jsonl
134387,Supported,42,shared_task_dev.jsonl
176628,Refuted,42,shared_task_dev.jsonl
10650,Supported,42,shared_task_dev.jsonl
142462,Supported,42,shared_task_dev.jsonl
47228,Supported,42,shared_task_dev.jsonl
148779,Refuted,42,shared_task_dev.jsonl
119515,Refuted,42,shared_task_dev.jsonl
18051,Refuted,42,shared_task_dev.jsonl
67818,Refuted,42,shared_task_dev.jsonl
13688,Refuted,42,shared_task_dev.jsonl
113467,Refuted,42,shared_task_dev.jsonl
186941,Refuted,42,shared_task_dev.jsonl
207332,Supported,42,shared_task_dev.jsonl
164896,Supported,42,shared_task_dev.jsonl
160864,Supported,42,shared_task_dev.jsonl
157273,Refuted,42,shared_task_dev.jsonl
168041,Refuted,42,shared_task_dev.jsonl
98274,Refuted,42,shared_task_dev.jsonl
69238,Refuted,42,shared_task_dev.jsonl
118481,Supported,42,shared_task_dev.jsonl
221245,Refuted,42,shared_task_dev.jsonl
190153,Supported,42,shared_task_dev.jsonl
182282,Refuted,42,shared_task_dev.jsonl
129066,Supported,42,shared_task_dev.jsonl
39171,Supported,42,shared_task_dev.jsonl
171496,Refuted,42,shared_task_dev.jsonl
194753,Supported,42,shared_task_dev.jsonl
122767,Refuted,42,shared_task_dev.jsonl
127098,Refuted,42,shared_task_dev.jsonl
2374,Refuted,42,shared_task_dev.jsonl
193893,Refuted,42,shared_task_dev.jsonl
193884,Supported,42,shared_task_dev.jsonl
185736,Supported,42,shared_task_dev.jsonl
182043,Refuted,42,shared_task_dev.jsonl
186591,Supported,42,shared_task_dev.jsonl
223346,Refuted,42,shared_task_dev.jsonl
46513,Supported,42,shared_task_dev.jsonl
192034,Refuted,42,shared_task_dev.jsonl
60008,Supported,42,shared_task_dev.jsonl
126509,Supported,42,shared_task_dev.jsonl
51435,Supported,42,shared_task_dev.jsonl
66940,Supported,42,shared_task_dev.jsonl
224133,Refuted,42,shared_task_dev.jsonl
208414,Supported,42,shared_task_dev.jsonl
110647,Refuted,42,shared_task_dev.jsonl
179088,Supported,42,shared_task_dev.jsonl
209884,Supported,42,shared_task_dev.jsonl
42943,Refuted,42,shared_task_dev.jsonl
155659,Supported,42,shared_task_dev.jsonl
87072,Supported,42,shared_task_dev.jsonl
66918,Supported,42,shared_task_dev.jsonl
111176,Refuted,42,shared_task_dev.jsonl
152955,Supported,42,shared_task_dev.jsonl
46464,Refuted,42,shared_task_dev.jsonl
124669,Refuted,42,shared_task_dev.jsonl
203373,Supported,42,shared_task_dev.jsonl
171638,Supported,42,shared_task_dev.jsonl
69652,Supported,42,shared_task_dev.jsonl
145624,Refuted,42,shared_task_dev.jsonl
184099,Supported,42,shared_task_dev.jsonl
13155,Refuted,42,shared_task_dev.jsonl
36775,Refuted,42,shared_task_dev.jsonl
168003,Refuted,42,shared_task_dev.jsonl
32255,Supported,42,shared_task_dev.jsonl
97576,Supported,42,shared_task_dev.jsonl
21644,Supported,42,shared_task_dev.jsonl
18065,Refuted,42,shared_task_dev.jsonl
122477,Refuted,42,shared_task_dev.jsonl
27187,Supported,42,shared_task_dev.jsonl
75393,Refuted,42,shared_task_dev.jsonl
218471,Supported,42,shared_task_dev.jsonl
47630,Refuted,42,shared_task_dev.jsonl
192714,Supported,42,shared_task_dev.jsonl
130248,Supported,42,shared_task_dev.jsonl
137038,Supported,42,shared_task_dev.jsonl
164894,Supported,42,shared_task_dev.jsonl
194260,Refuted,42,shared_task_dev.jsonl
117967,Supported,42,shared_task_dev.jsonl
112701,Refuted,42,shared_task_dev.jsonl
215215,Refuted,42,shared_task_dev.jsonl
72358,Refuted,42,shared_task_dev.jsonl
12683,Supported,42,shared_task_dev.jsonl
205656,Refuted,42,shared_task_dev.jsonl
137678,Refuted,42,shared_task_dev.jsonl
40396,Supported,42,shared_task_dev.jsonl
172312,Refuted,42,shared_task_dev.jsonl
189773,Supported,42,shared_task_dev.jsonl
117114,Refuted,42,shared_task_dev.jsonl
106478,Refuted,42,shared_task_dev.jsonl
128454,Refuted,42,shared_task_dev.jsonl
126926,Supported,42,shared_task_dev.jsonl
138159,Refuted,42,shared_task_dev.jsonl
70020,Supported,42,shared_task_dev.jsonl
19663,Refuted,42,shared_task_dev.jsonl
174585,Supported,42,shared_task_dev.jsonl
13872,Supported,42,shared_task_dev.jsonl
71687,Refuted,42,shared_task_dev.jsonl
80148,Refuted,42,shared_task_dev.jsonl
164420,Refuted,42,shared_task_dev.jsonl
75871,Supported,42,shared_task_dev.jsonl
114984,Refuted,42,shared_task_dev.jsonl
7546,Supported,42,shared_task_dev.jsonl
227775,Refuted,42,shared_task_dev.jsonl
194904,Supported,42,shared_task_dev.jsonl
102751,Refuted,42,shared_task_dev.jsonl
84272,Refuted,42,shared_task_dev.jsonl
7436,Refuted,42,shared_task_dev.jsonl
87161,Refuted,42,shared_task_dev.jsonl
180722,Refuted,42,shared_task_dev.jsonl
327,Supported,42,shared_task_dev.jsonl
187323,Supported,42,shared_task_dev.jsonl
74163,Refuted,42,shared_task_dev.jsonl
79688,Refuted,42,shared_task_dev.jsonl
18794,Supported,42,shared_task_dev.jsonl
94760,Refuted,42,shared_task_dev.jsonl
69655,Refuted,42,shared_task_dev.jsonl
7105,Refuted,42,shared_task_dev.jsonl
64067,Refuted,42,shared_task_dev.jsonl
188581,Refuted,42,shared_task_dev.jsonl
21405,Refuted,42,shared_task_dev.jsonl
41571,Supported,42,shared_task_dev.jsonl
39605,Supported,42,shared_task_dev.jsonl
91139,Refuted,42,shared_task_dev.jsonl
8504,Supported,42,shared_task_dev.jsonl
1666,Supported,42,shared_task_dev.jsonl
106308,Refuted,42,shared_task_dev.jsonl
97458,Refuted,42,shared_task_dev.jsonl
37067,Supported,42,shared_task_dev.jsonl
192751,Supported,42,shared_task_dev.jsonl
128141,Refuted,42,shared_task_dev.jsonl
134097,Refuted,42,shared_task_dev.jsonl
67582,Supported,42,shared_task_dev.jsonl
25289,Supported,42,shared_task_dev.jsonl
16581,Refuted,42,shared_task_dev.jsonl
172750,Supported,42,shared_task_dev.jsonl
111206,Supported,42,shared_task_dev.jsonl
87903,Supported,42,shared_task_dev.jsonl
164101,Supported,42,shared_task_dev.jsonl
226114,Supported,42,shared_task_dev.jsonl
168612,Supported,42,shared_task_dev.jsonl
153437,Supported,42,shared_task_dev.jsonl
32927,Supported,42,shared_task_dev.jsonl
160927,Refuted,42,shared_task_dev.jsonl
47525,Supported,42,shared_task_dev.jsonl
103398,Refuted,42,shared_task_dev.jsonl
200290,Refuted,42,shared_task_dev.jsonl
152461,Supported,42,shared_task_dev.jsonl
114469,Refuted,42,shared_task_dev.jsonl
201576,Supported,42,shared_task_dev.jsonl
175725,Supported,42,shared_task_dev.jsonl
150765,Refuted,42,shared_task_dev.jsonl
80984,Refuted,42,shared_task_dev.jsonl
41923,Refuted,42,shared_task_dev.jsonl
69139,Refuted,42,shared_task_dev.jsonl
93610,Supported,42,shared_task_dev.jsonl
187564,Supported,42,shared_task_dev.jsonl
142717,Supported,42,shared_task_dev.jsonl
103063,Supported,42,shared_task_dev.jsonl
122572,Supported,42,shared_task_dev.jsonl
143046,Supported,42,shared_task_dev.jsonl
47357,Supported,42,shared_task_dev.jsonl
224968,Supported,42,shared_task_dev.jsonl
134442,Supported,42,shared_task_dev.jsonl
72585,Supported,42,shared_task_dev.jsonl
155173,Refuted,42,shared_task_dev.jsonl
25739,Supported,42,shared_task_dev.jsonl
135180,Refuted,42,shared_task_dev.jsonl
105176,Supported,42,shared_task_dev.jsonl
137385,Refuted,42,shared_task_dev.jsonl
112277,Refuted,42,shared_task_dev.jsonl
60350,Supported,42,shared_task_dev.jsonl
123925,Refuted,42,shared_task_dev.jsonl
91868,Supported,42,shared_task_dev.jsonl
111325,Refuted,42,shared_task_dev.jsonl
96943,Refuted,42,shared_task_dev.jsonl
105928,Supported,42,shared_task_dev.jsonl
56284,Supported,42,shared_task_dev.jsonl
171498,Refuted,42,shared_task_dev.jsonl
164060,Refuted,42,shared_task_dev.jsonl
79575,Supported,42,shared_task_dev.jsonl
65306,Supported,42,shared_task_dev.jsonl
11940,Refuted,42,shared_task_dev.jsonl
28406,Refuted,42,shared_task_dev.jsonl
109831,Supported,42,shared_task_dev.jsonl
186592,Refuted,42,shared_task_dev.jsonl
89450,Refuted,42,shared_task_dev.jsonl
1139,Supported,42,shared_task_dev.jsonl
92988,Refuted,42,shared_task_dev.jsonl
56038,Refuted,42,shared_task_dev.jsonl
108880,Refuted,42,shared_task_dev.jsonl
56735,Supported,42,shared_task_dev.jsonl
93416,Refuted,42,shared_task_dev.jsonl
183447,Supported,42,shared_task_dev.jsonl
171624,Refuted,42,shared_task_dev.jsonl
2447,Supported,42,shared_task_dev.jsonl
175485,Refuted,42,shared_task_dev.jsonl
16376,Supported,42,shared_task_dev.jsonl
161195,Refuted,42,shared_task_dev.jsonl
131495,Refuted,42,shared_task_dev.jsonl
188148,Refuted,42,shared_task_dev.jsonl
195370,Refuted,42,shared_task_dev.jsonl
83530,Refuted,42,shared_task_dev.jsonl
10118,Supported,42,shared_task_dev.jsonl
119066,Supported,42,shared_task_dev.jsonl
5666,Supported,42,shared_task_dev.jsonl
173030,Supported,42,shared_task_dev.jsonl
45018,Refuted,42,shared_task_dev.jsonl
110221,Supported,42,shared_task_dev.jsonl
7257,Supported,42,shared_task_dev.jsonl
4251,Refuted,42,shared_task_dev.jsonl
101583,Refuted,42,shared_task_dev.jsonl
23137,Refuted,42,shared_task_dev.jsonl
80676,Refuted,42,shared_task_dev.jsonl
37881,Supported,42,shared_task_dev.jsonl
64660,Refuted,42,shared_task_dev.jsonl
129088,Refuted,42,shared_task_dev.jsonl
186979,Supported,42,shared_task_dev.jsonl
166634,Refuted,42,shared_task_dev.jsonl
170420,Supported,42,shared_task_dev.jsonl
89633,Refuted,42,shared_task_dev.jsonl
107543,Supported,42,shared_task_dev.jsonl
55065,Supported,42,shared_task_dev.jsonl
71639,Supported,42,shared_task_dev.jsonl
97554,Refuted,42,shared_task_dev.jsonl
131309,Refuted,42,shared_task_dev.jsonl
107307,Supported,42,shared_task_dev.jsonl
125513,Refuted,42,shared_task_dev.jsonl
216395,Refuted,42,shared_task_dev.jsonl
179035,Refuted,42,shared_task_dev.jsonl
144769,Refuted,42,shared_task_dev.jsonl
9833,Refuted,42,shared_task_dev.jsonl
145533,Supported,42,shared_task_dev.jsonl
66842,Supported,42,shared_task_dev.jsonl
130007,Refuted,42,shared_task_dev.jsonl
212767,Supported,42,shared_task_dev.jsonl
23475,Supported,42,shared_task_dev.jsonl
101821,Refuted,42,shared_task_dev.jsonl
162216,Refuted,42,shared_task_dev.jsonl
61807,Refuted,42,shared_task_dev.jsonl
145707,Refuted,42,shared_task_dev.jsonl
113912,Refuted,42,shared_task_dev.jsonl
187379,Supported,42,shared_task_dev.jsonl
132762,Refuted,42,shared_task_dev.jsonl
14790,Supported,42,shared_task_dev.jsonl
44566,Supported,42,shared_task_dev.jsonl
141159,Refuted,42,shared_task_dev.jsonl
130332,Refuted,42,shared_task_dev.jsonl
78859,Supported,42,shared_task_dev.jsonl
103116,Supported,42,shared_task_dev.jsonl
36141,Supported,42,shared_task_dev.jsonl
158208,Supported,42,shared_task_dev.jsonl
52559,Supported,42,shared_task_dev.jsonl
13758,Supported,42,shared_task_dev.jsonl
189452,Refuted,42,shared_task_dev.jsonl
53025,Supported,42,shared_task_dev.jsonl
205106,Supported,42,shared_task_dev.jsonl
61641,Refuted,42,shared_task_dev.jsonl
201793,Supported,42,shared_task_dev.jsonl
4350,Supported,42,shared_task_dev.jsonl
208427,Refuted,42,shared_task_dev.jsonl
53760,Supported,42,shared_task_dev.jsonl
66524,Refuted,42,shared_task_dev.jsonl
40622,Refuted,42,shared_task_dev.jsonl
76117,Supported,42,shared_task_dev.jsonl
156102,Refuted,42,shared_task_dev.jsonl
112986,Refuted,42,shared_task_dev.jsonl
27980,Supported,42,shared_task_dev.jsonl
103167,Refuted,42,shared_task_dev.jsonl
199735,Supported,42,shared_task_dev.jsonl
220205,Supported,42,shared_task_dev.jsonl
99635,Refuted,42,shared_task_dev.jsonl
79146,Refuted,42,shared_task_dev.jsonl
2521,Refuted,42,shared_task_dev.jsonl
38141,Refuted,42,shared_task_dev.jsonl
6270,Supported,42,shared_task_dev.jsonl
75309,Supported,42,shared_task_dev.jsonl
111764,Supported,42,shared_task_dev.jsonl
168637,Refuted,42,shared_task_dev.jsonl
70159,Refuted,42,shared_task_dev.jsonl
195129,Refuted,42,shared_task_dev.jsonl
224557,Supported,42,shared_task_dev.jsonl
4091,Refuted,42,shared_task_dev.jsonl
171890,Supported,42,shared_task_dev.jsonl
198896,Supported,42,shared_task_dev.jsonl
211872,Refuted,42,shared_task_dev.jsonl
111685,Refuted,42,shared_task_dev.jsonl
88872,Supported,42,shared_task_dev.jsonl
96765,Refuted,42,shared_task_dev.jsonl
354,Refuted,42,shared_task_dev.jsonl
15489,Refuted,42,shared_task_dev.jsonl
104847,Supported,42,shared_task_dev.jsonl
58896,Supported,42,shared_task_dev.jsonl
215140,Refuted,42,shared_task_dev.jsonl
148776,Supported,42,shared_task_dev.jsonl
197376,Refuted,42,shared_task_dev.jsonl
16721,Supported,42,shared_task_dev.jsonl
114523,Supported,42,shared_task_dev.jsonl
198554,Refuted,42,shared_task_dev.jsonl
133407,Supported,42,shared_task_dev.jsonl
131530,Supported,42,shared_task_dev.jsonl
21376,Supported,42,shared_task_dev.jsonl
164092,Supported,42,shared_task_dev.jsonl
142729,Supported,42,shared_task_dev.jsonl
203155,Refuted,42,shared_task_dev.jsonl
28013,Supported,42,shared_task_dev.jsonl
78174,Refuted,42,shared_task_dev.jsonl
20603,Supported,42,shared_task_dev.jsonl
214973,Supported,42,shared_task_dev.jsonl
47241,Supported,42,shared_task_dev.jsonl
22441,Supported,42,shared_task_dev.jsonl
89912,Refuted,42,shared_task_dev.jsonl
108814,Supported,42,shared_task_dev.jsonl
142701,Refuted,42,shared_task_dev.jsonl
53663,Refuted,42,shared_task_dev.jsonl
212237,Refuted,42,shared_task_dev.jsonl
9860,Refuted,42,shared_task_dev.jsonl
68132,Supported,42,shared_task_dev.jsonl
178342,Supported,42,shared_task_dev.jsonl
177842,Refuted,42,shared_task_dev.jsonl
141547,Supported,42,shared_task_dev.jsonl
171904,Supported,42,shared_task_dev.jsonl
93307,Supported,42,shared_task_dev.jsonl
204985,Refuted,42,shared_task_dev.jsonl
202460,Refuted,42,shared_task_dev.jsonl
25551,Supported,42,shared_task_dev.jsonl
68613,Refuted,42,shared_task_dev.jsonl
29544,Refuted,42,shared_task_dev.jsonl
212329,Refuted,42,shared_task_dev.jsonl
131487,Refuted,42,shared_task_dev.jsonl
187785,Refuted,42,shared_task_dev.jsonl
219125,Supported,42,shared_task_dev.jsonl
23861,Refuted,42,shared_task_dev.jsonl
138632,Refuted,42,shared_task_dev.jsonl
